timestamp,frame_id,EAR,MAR,blink_state,blink_count,blink_dur_avg,yawn_count,ear_confidence,landmarks_detected,drowsiness_score,system_state,PERCLOS,yawn_rate,nod_count,head_pitch,head_yaw,head_roll,gaze_h,gaze_v,distraction_flag,gaze_distraction,hand_detected,hand_count,object_in_hand,face_rejected,alert_fired,schedule_level
10.991,1,0.3107,0.3372,open,0,0.0,0,1.0,True,0.0,ALERT,0.0,0.0,0,-10.41,2.86,1.1,0.517,0.488,False,False,False,0,False,False,True,RELAXED
11.08,2,0.2936,0.3652,open,0,0.0,0,1.0,True,0.0,ALERT,0.0,0.0,0,-9.25,3.02,1.33,0.525,0.501,False,False,False,0,False,False,False,RELAXED
11.121,3,0.3145,0.3537,open,0,0.0,0,1.0,True,0.0,ALERT,0.0,0.0,0,-8.32,4.23,1.36,0.516,0.517,False,False,False,0,False,False,False,RELAXED
11.173,4,0.3116,0.3861,open,0,0.0,0,1.0,True,0.0,ALERT,0.0,0.0,0,-7.74,6.49,1.47,0.575,0.547,False,False,False,0,False,False,False,RELAXED
11.264,5,0.1787,0.4054,closed,0,0.0,0,1.0,True,0.0,ALERT,0.0,0.0,0,-8.43,7.24,1.34,0.599,0.634,False,False,False,0,False,False,False,RELAXED
11.383,6,0.2404,0.3262,open,1,0.119,0,1.0,True,0.0,ALERT,0.1953,0.0,0,-8.05,7.15,1.16,0.638,0.613,False,False,False,0,False,False,False,ATTENTIVE
11.433,7,0.2675,0.3529,open,1,0.119,0,1.0,True,0.0,ALERT,0.1803,0.0,0,-7.4,5.04,1.16,0.612,0.601,False,False,False,0,False,False,False,ATTENTIVE
11.482,8,0.2879,0.3243,open,1,0.119,0,1.0,True,0.0,ALERT,0.1677,0.0,0,-7.63,6.39,1.38,0.607,0.567,False,False,False,0,False,False,False,ATTENTIVE
11.53,9,0.2802,0.3303,open,1,0.119,0,1.0,True,0.0,ALERT,0.1565,0.0,0,-7.99,8.21,1.21,0.612,0.538,False,False,False,0,False,False,False,ATTENTIVE
11.598,10,0.3079,0.3357,open,1,0.119,0,1.0,True,0.0,ALERT,0.1433,0.0,0,-7.48,7.97,1.17,0.632,0.54,False,False,False,0,False,False,False,ATTENTIVE
11.681,11,0.3067,0.3676,open,1,0.119,0,1.0,True,0.0,ALERT,0.131,0.0,0,-7.7,7.12,1.23,0.624,0.562,False,False,False,0,False,False,False,ATTENTIVE
11.724,12,0.3234,0.3624,open,1,0.119,0,1.0,True,0.0,ALERT,0.1243,0.0,0,-7.92,5.37,1.43,0.644,0.581,False,False,False,0,False,False,False,ATTENTIVE
11.796,13,0.313,0.3266,open,1,0.119,0,1.0,True,0.0,ALERT,0.1159,0.0,0,-7.27,2.8,1.41,0.608,0.571,False,False,False,0,False,False,False,ATTENTIVE
11.875,14,0.3239,0.3601,open,1,0.119,0,1.0,True,0.0,ALERT,0.108,0.0,0,-7.65,0.98,1.71,0.568,0.562,False,False,False,0,False,False,False,ATTENTIVE
11.924,15,0.3054,0.3797,open,1,0.119,0,1.0,True,0.0,ALERT,0.103,0.0,0,-8.01,0.89,1.78,0.547,0.554,False,False,False,0,False,False,False,ATTENTIVE
11.996,16,0.3281,0.3972,open,1,0.119,0,1.0,True,0.0,ALERT,0.0968,0.0,0,-8.04,5.2,1.49,0.581,0.579,False,False,False,0,False,False,False,ATTENTIVE
12.082,17,0.2876,0.3149,open,1,0.119,0,1.0,True,0.0,ALERT,0.0908,0.0,0,-7.52,5.85,1.33,0.605,0.593,False,False,False,0,False,False,False,ATTENTIVE
12.129,18,0.312,0.3384,open,1,0.119,0,1.0,True,0.0,ALERT,0.0874,0.0,0,-7.47,4.84,1.37,0.607,0.606,False,False,False,0,False,False,False,ATTENTIVE
12.193,19,0.3033,0.3171,open,1,0.119,0,1.0,True,0.0,ALERT,0.0832,0.0,0,-6.95,5.76,1.09,0.605,0.591,False,False,False,0,False,False,False,ATTENTIVE
12.272,20,0.3363,0.3624,open,1,0.119,0,1.0,True,0.0,ALERT,0.0791,0.0,0,-7.92,7.42,1.05,0.611,0.593,False,False,False,0,False,False,False,ATTENTIVE
12.337,21,0.3296,0.3545,open,1,0.119,0,1.0,True,0.0,ALERT,0.0764,0.0,0,-8.35,8.82,1.06,0.618,0.603,False,False,False,0,False,False,False,ATTENTIVE
12.429,22,0.3017,0.3227,open,1,0.119,0,1.0,True,0.0,ALERT,0.0718,0.0,0,-7.59,9.86,1.37,0.644,0.599,False,False,False,0,False,False,False,ATTENTIVE
12.483,23,0.288,0.3585,open,1,0.119,0,1.0,True,0.0,ALERT,0.0694,0.0,0,-5.94,11.51,1.22,0.653,0.579,False,False,False,0,False,False,False,ATTENTIVE
12.541,24,0.285,0.3848,open,1,0.119,0,1.0,True,0.0,ALERT,0.0673,0.0,0,-5.51,12.34,0.93,0.644,0.544,False,False,False,0,False,False,False,ATTENTIVE
12.642,25,0.301,0.3579,open,1,0.119,0,1.0,True,0.0,ALERT,0.0636,0.0,0,-5.65,11.85,0.71,0.635,0.55,False,False,False,0,False,False,False,ATTENTIVE
12.697,26,0.3046,0.3169,open,1,0.119,0,1.0,True,0.0,ALERT,0.0617,0.0,0,-5.66,10.76,0.61,0.626,0.569,False,False,False,0,False,False,False,ATTENTIVE
12.754,27,0.2858,0.3138,open,1,0.119,0,1.0,True,0.0,ALERT,0.0599,0.0,0,-5.54,9.24,0.77,0.608,0.585,False,False,False,0,False,False,False,ATTENTIVE
12.837,28,0.2694,0.3965,open,1,0.119,0,1.0,True,0.0,ALERT,0.0575,0.0,0,-5.91,8.03,0.79,0.62,0.543,False,False,False,0,False,False,False,ATTENTIVE
12.891,29,0.2857,0.2836,open,1,0.119,0,1.0,True,0.0,ALERT,0.056,0.0,0,-6.29,5.98,1.04,0.572,0.524,False,False,False,0,False,False,False,ATTENTIVE
12.954,30,0.2867,0.2642,open,1,0.119,0,1.0,True,0.0,ALERT,0.0544,0.0,0,-5.77,5.11,1.17,0.541,0.499,False,False,False,0,False,False,False,ATTENTIVE
13.036,31,0.2816,0.3444,open,1,0.119,0,1.0,True,0.0,ALERT,0.0524,0.0,0,-5.85,5.5,1.04,0.53,0.511,False,False,False,0,False,False,False,ATTENTIVE
13.091,32,0.3134,0.357,open,1,0.119,0,1.0,True,0.0,ALERT,0.0511,0.0,0,-6.11,7.74,0.91,0.553,0.526,False,False,False,0,False,False,False,ATTENTIVE
13.142,33,0.3082,0.3462,open,1,0.119,0,1.0,True,0.0,ALERT,0.05,0.0,0,-6.17,9.47,0.9,0.576,0.537,False,False,False,0,False,False,False,ATTENTIVE
13.222,34,0.3157,0.3478,open,1,0.119,0,1.0,True,0.0,ALERT,0.0484,0.0,0,-6.46,7.37,0.94,0.571,0.524,False,False,False,0,False,False,False,ATTENTIVE
13.285,35,0.3136,0.3496,open,1,0.119,0,1.0,True,0.0,ALERT,0.0472,0.0,0,-6.34,8.01,1.02,0.578,0.518,False,False,False,0,False,False,False,ATTENTIVE
13.341,36,0.3152,0.3486,open,1,0.119,0,1.0,True,0.0,ALERT,0.0462,0.0,0,-6.46,9.05,1.02,0.604,0.52,False,False,False,0,False,False,False,ATTENTIVE
13.427,37,0.3399,0.4021,open,1,0.119,0,1.0,True,0.0,ALERT,0.0447,0.0,0,-5.46,8.69,1.33,0.59,0.522,False,False,False,0,False,False,False,ATTENTIVE
13.482,38,0.3275,0.3836,open,1,0.119,0,1.0,True,0.0,ALERT,0.0438,0.0,0,-5.03,10.02,1.6,0.621,0.518,False,False,False,0,False,False,False,ATTENTIVE
13.537,39,0.3343,0.3847,open,1,0.119,0,1.0,True,0.0,ALERT,0.0429,0.0,0,-4.78,9.03,1.83,0.634,0.518,False,False,False,0,False,False,False,ATTENTIVE
13.616,40,0.331,0.3915,open,1,0.119,0,1.0,True,0.0,ALERT,0.0417,0.0,0,-5.54,9.13,1.42,0.622,0.523,False,False,False,0,False,False,False,ATTENTIVE
13.683,41,0.302,0.3543,open,1,0.119,0,1.0,True,0.0,ALERT,0.0407,0.0,0,-5.75,8.32,1.37,0.585,0.53,False,False,False,0,False,False,False,ATTENTIVE
13.736,42,0.3178,0.3616,open,1,0.119,0,1.0,True,0.0,ALERT,0.04,0.0,0,-5.66,5.93,1.46,0.541,0.518,False,False,False,0,False,False,False,ATTENTIVE
13.817,43,0.3396,0.3257,open,1,0.119,0,1.0,True,0.0,ALERT,0.0389,0.0,0,-4.75,1.11,1.52,0.477,0.51,False,False,False,0,False,False,False,ATTENTIVE
13.875,44,0.3455,0.3595,open,1,0.119,0,1.0,True,0.0,ALERT,0.0382,0.0,0,-4.5,-0.2,1.71,0.482,0.517,False,False,False,0,False,False,False,ATTENTIVE
13.931,45,0.3471,0.3425,open,1,0.119,0,1.0,True,0.0,ALERT,0.0375,0.0,0,-4.15,1.5,1.68,0.491,0.528,False,False,False,0,False,False,False,ATTENTIVE
14.014,46,0.3223,0.3227,open,1,0.119,0,1.0,True,0.0,ALERT,0.0365,0.0,0,-1.23,2.73,1.02,0.559,0.523,False,False,False,0,False,False,False,ATTENTIVE
14.081,47,0.3391,0.3936,open,1,0.119,0,1.0,True,0.0,ALERT,0.0358,0.0,0,-0.74,-1.77,0.72,0.536,0.53,False,False,False,0,False,False,False,ATTENTIVE
14.136,48,0.3439,0.3936,open,1,0.119,0,1.0,True,0.0,ALERT,0.0352,0.0,0,-0.72,-5.79,0.79,0.515,0.54,False,False,False,0,False,False,False,ATTENTIVE
14.214,49,0.3019,0.3912,open,1,0.119,0,1.0,True,0.0,ALERT,0.0344,0.0,0,-0.47,-6.82,0.88,0.516,0.543,False,False,False,0,False,False,False,ATTENTIVE
14.271,50,0.3227,0.3623,open,1,0.119,0,1.0,True,0.0,ALERT,0.0338,0.0,0,1.38,-6.25,1.03,0.528,0.556,False,False,False,0,False,False,False,ATTENTIVE
14.323,51,0.3305,0.365,open,1,0.119,0,1.0,True,0.0,ALERT,0.0333,0.0,0,2.19,-4.57,1.08,0.544,0.557,False,False,False,0,False,False,False,ATTENTIVE
14.401,52,0.3246,0.42,open,1,0.119,0,1.0,True,0.0,ALERT,0.0326,0.0,0,1.51,-6.73,1.2,0.523,0.537,False,False,False,0,False,False,False,ATTENTIVE
14.477,53,0.3078,0.3771,open,1,0.119,0,1.0,True,0.0,ALERT,0.0319,0.0,0,1.27,-6.18,0.79,0.506,0.556,False,False,False,0,False,False,False,ATTENTIVE
14.53,54,0.3129,0.388,open,1,0.119,0,1.0,True,0.0,ALERT,0.0315,0.0,0,1.23,-6.24,0.66,0.493,0.566,False,False,False,0,False,False,False,ATTENTIVE
14.609,55,0.3383,0.3638,open,1,0.119,0,1.0,True,0.0,ALERT,0.0309,0.0,0,1.22,-4.94,0.82,0.508,0.559,False,False,False,0,False,False,False,ATTENTIVE
14.672,56,0.3338,0.382,open,1,0.119,0,1.0,True,0.0,ALERT,0.0304,0.0,0,0.58,-5.29,0.67,0.52,0.551,False,False,False,0,False,False,False,ATTENTIVE
14.725,57,0.3362,0.3697,open,1,0.119,0,1.0,True,0.0,ALERT,0.03,0.0,0,0.29,-3.26,0.48,0.535,0.549,False,False,False,0,False,False,False,ATTENTIVE
14.801,58,0.3251,0.3303,open,1,0.119,0,1.0,True,0.0,ALERT,0.0294,0.0,0,0.4,-1.32,0.6,0.561,0.55,False,False,False,0,False,False,False,ATTENTIVE
14.883,59,0.3215,0.3458,open,1,0.119,0,1.0,True,0.0,ALERT,0.0288,0.0,0,1.15,-0.75,0.79,0.546,0.553,False,False,False,0,False,False,False,ATTENTIVE
14.936,60,0.3322,0.3618,open,1,0.119,0,1.0,True,0.0,ALERT,0.0284,0.0,0,1.37,-1.04,0.86,0.543,0.554,False,False,False,0,False,False,False,ATTENTIVE
15.013,61,0.33,0.3282,open,1,0.119,0,1.0,True,0.0,ALERT,0.0279,0.0,0,1.05,-0.93,0.6,0.557,0.537,False,False,False,0,False,False,False,ATTENTIVE
15.074,62,0.3387,0.2955,open,1,0.119,0,1.0,True,0.0,ALERT,0.0275,0.0,0,1.64,-4.6,0.61,0.521,0.514,False,False,False,0,False,False,False,ATTENTIVE
15.122,63,0.3472,0.2978,open,1,0.119,0,1.0,True,0.0,ALERT,0.0272,0.0,0,2.14,-6.91,0.71,0.491,0.499,False,False,False,0,False,False,False,ATTENTIVE
15.195,64,0.3554,0.4152,open,1,0.119,0,1.0,True,0.0,ALERT,0.0268,0.0,0,1.3,-5.0,0.88,0.508,0.5,False,False,False,0,False,False,False,ATTENTIVE
15.279,65,0.3678,0.3048,open,1,0.119,0,1.0,True,0.0,ALERT,0.0263,0.0,0,1.07,-1.64,0.69,0.527,0.512,False,False,False,0,False,False,False,ATTENTIVE
15.333,66,0.3579,0.281,open,1,0.119,0,1.0,True,0.0,ALERT,0.026,0.0,0,0.61,-0.23,0.64,0.555,0.52,False,False,False,0,False,False,False,ATTENTIVE
15.4,67,0.341,0.2967,open,1,0.119,0,1.0,True,0.0,ALERT,0.0256,0.0,0,1.05,1.39,0.6,0.567,0.525,False,False,False,0,False,False,False,ATTENTIVE
15.468,68,0.3494,0.364,open,1,0.119,0,1.0,True,0.0,ALERT,0.0252,0.0,0,1.91,1.2,0.53,0.564,0.533,False,False,False,0,False,False,False,ATTENTIVE
15.51,69,0.3497,0.3649,open,1,0.119,0,1.0,True,0.0,ALERT,0.025,0.0,0,2.17,-0.03,0.5,0.542,0.541,False,False,False,0,False,False,False,ATTENTIVE
15.579,70,0.3781,0.3694,open,1,0.119,0,1.0,True,0.0,ALERT,0.0246,0.0,0,1.72,-0.53,0.41,0.527,0.541,False,False,False,0,False,False,False,ATTENTIVE
15.683,71,0.3542,0.3646,open,1,0.119,0,1.0,True,0.0,ALERT,0.0241,0.0,0,1.44,-0.64,0.56,0.53,0.546,False,False,False,0,False,False,False,ATTENTIVE
15.739,72,0.3452,0.3754,open,1,0.119,0,1.0,True,0.0,ALERT,0.0238,0.0,0,1.28,0.04,0.68,0.554,0.561,False,False,False,0,False,False,False,ATTENTIVE
15.817,73,0.3591,0.3621,open,1,0.119,0,1.0,True,0.0,ALERT,0.0235,0.0,0,0.68,-1.42,0.5,0.574,0.564,False,False,False,0,False,False,False,ATTENTIVE
15.873,74,0.36,0.3641,open,1,0.119,0,1.0,True,0.0,ALERT,0.0232,0.0,0,1.57,-2.16,0.6,0.559,0.547,False,False,False,0,False,False,False,ATTENTIVE
15.924,75,0.3608,0.3563,open,1,0.119,0,1.0,True,0.0,ALERT,0.023,0.0,0,2.08,0.23,0.34,0.573,0.54,False,False,False,0,False,False,False,ATTENTIVE
16.003,76,0.3767,0.3783,open,1,0.119,0,1.0,True,0.0,ALERT,0.0226,0.0,0,2.53,0.19,0.3,0.565,0.54,False,False,False,0,False,False,False,ATTENTIVE
16.085,77,0.3398,0.3129,open,1,0.119,0,1.0,True,0.0,ALERT,0.0223,0.0,0,2.45,1.81,0.21,0.547,0.546,False,False,False,0,False,False,False,ATTENTIVE
16.132,78,0.3415,0.3046,open,1,0.119,0,1.0,True,0.0,ALERT,0.0221,0.0,0,2.83,1.78,0.25,0.533,0.554,False,False,False,0,False,False,False,ATTENTIVE
16.212,79,0.3304,0.3554,open,1,0.119,0,1.0,True,0.0,ALERT,0.0218,0.0,0,1.91,0.56,0.14,0.579,0.557,False,False,False,0,False,False,False,ATTENTIVE
16.288,80,0.3697,0.3787,open,1,0.119,0,1.0,True,0.0,ALERT,0.0215,0.0,0,1.83,-0.19,0.15,0.589,0.565,False,False,False,0,False,False,False,RELAXED
16.342,81,0.3594,0.3889,open,1,0.119,0,1.0,True,0.0,ALERT,0.0213,0.0,0,1.59,-0.92,0.23,0.59,0.568,False,False,False,0,False,False,False,RELAXED
16.393,82,0.3507,0.3835,open,1,0.119,0,1.0,True,0.0,ALERT,0.0211,0.0,0,1.89,-0.9,0.37,0.584,0.555,False,False,False,0,False,False,False,RELAXED
16.479,83,0.3505,0.3404,open,1,0.119,0,1.0,True,0.0,ALERT,0.0207,0.0,0,2.48,-5.15,0.66,0.513,0.546,False,False,False,0,False,False,False,RELAXED
16.528,84,0.3557,0.3205,open,1,0.119,0,1.0,True,0.0,ALERT,0.0206,0.0,0,2.72,-8.16,1.0,0.48,0.548,False,False,False,0,False,False,False,RELAXED
16.579,85,0.371,0.3785,open,1,0.119,0,1.0,True,0.0,ALERT,0.0204,0.0,0,2.64,-5.22,0.74,0.51,0.552,False,False,False,0,False,False,False,RELAXED
16.688,86,0.3749,0.3314,open,1,0.119,0,1.0,True,0.0,ALERT,0.02,0.0,0,3.01,-3.87,0.63,0.511,0.546,False,False,False,0,False,False,False,RELAXED
16.736,87,0.3683,0.3303,open,1,0.119,0,1.0,True,0.0,ALERT,0.0198,0.0,0,3.19,-2.25,0.61,0.529,0.545,False,False,False,0,False,False,False,RELAXED
16.788,88,0.3456,0.3306,open,1,0.119,0,1.0,True,0.0,ALERT,0.0197,0.0,0,1.93,-1.21,0.6,0.515,0.557,False,False,False,0,False,False,False,RELAXED
16.884,89,0.3618,0.3799,open,1,0.119,0,1.0,True,0.0,ALERT,0.0194,0.0,0,1.09,0.91,0.38,0.564,0.546,False,False,False,0,False,False,False,RELAXED
16.939,90,0.3504,0.4059,open,1,0.119,0,1.0,True,0.0,ALERT,0.0192,0.0,0,0.45,1.29,0.24,0.571,0.533,False,False,False,0,False,False,False,RELAXED
17.023,91,0.3744,0.3662,open,1,0.119,0,1.0,True,0.0,ALERT,0.0189,0.0,0,-0.03,-4.02,0.51,0.544,0.537,False,False,False,0,False,False,False,RELAXED
17.091,92,0.3524,0.3529,open,1,0.119,0,1.0,True,0.0,ALERT,0.0187,0.0,0,1.28,-5.56,0.92,0.541,0.536,False,False,False,0,False,False,False,RELAXED
17.149,93,0.3583,0.3477,open,1,0.119,0,1.0,True,0.0,ALERT,0.0186,0.0,0,2.39,-8.01,1.24,0.52,0.53,False,False,False,0,False,False,False,RELAXED
17.21,94,0.3355,0.3201,open,1,0.119,0,1.0,True,0.0,ALERT,0.0184,0.0,0,2.15,-5.54,1.1,0.544,0.529,False,False,False,0,False,False,False,RELAXED
17.281,95,0.3384,0.3936,open,1,0.119,0,1.0,True,0.0,ALERT,0.0182,0.0,0,1.68,-3.21,0.87,0.556,0.538,False,False,False,0,False,False,False,RELAXED
17.36,96,0.3514,0.421,open,1,0.119,0,1.0,True,0.0,ALERT,0.018,0.0,0,1.69,-4.78,0.92,0.536,0.543,False,False,False,0,False,False,False,RELAXED
17.414,97,0.3736,0.3392,open,1,0.119,0,1.0,True,0.0,ALERT,0.0178,0.0,0,1.38,-4.77,0.79,0.527,0.541,False,False,False,0,False,False,False,RELAXED
17.466,98,0.378,0.3393,open,1,0.119,0,1.0,True,0.0,ALERT,0.0177,0.0,0,1.32,-4.03,0.72,0.538,0.539,False,False,False,0,False,False,False,RELAXED
17.518,99,0.3499,0.3775,open,1,0.119,0,1.0,True,0.0,ALERT,0.0175,0.0,0,1.4,-5.26,0.78,0.497,0.511,False,False,False,0,False,False,False,RELAXED
17.576,100,0.3424,0.3723,open,1,0.119,0,1.0,True,0.0,ALERT,0.0174,0.0,0,1.66,-7.28,0.78,0.461,0.503,False,False,False,0,False,False,False,RELAXED
17.655,101,0.3421,0.3702,open,1,0.119,0,1.0,True,0.0,ALERT,0.0172,0.0,0,2.06,-9.05,0.85,0.429,0.492,False,False,False,0,False,False,False,RELAXED
17.713,102,0.3538,0.3681,open,1,0.119,0,1.0,True,0.0,ALERT,0.0171,0.0,0,2.02,-7.62,0.78,0.447,0.49,False,False,False,0,False,False,False,RELAXED
17.772,103,0.3656,0.3715,open,1,0.119,0,1.0,True,0.0,ALERT,0.0169,0.0,0,2.34,-6.48,0.7,0.457,0.493,False,False,False,0,False,False,False,RELAXED
17.83,104,0.2251,0.3599,closed,1,0.119,0,1.0,True,0.0,ALERT,0.0168,0.0,0,1.94,-6.44,0.63,0.48,0.49,False,False,False,0,False,False,False,RELAXED
17.891,105,0.3027,0.3272,open,2,0.09,0,1.0,True,0.0,ALERT,0.0252,0.0,0,1.82,-7.5,0.8,0.462,0.478,False,False,False,0,False,False,False,RELAXED
17.975,106,0.316,0.3283,open,2,0.09,0,1.0,True,0.0,ALERT,0.0249,0.0,0,1.98,-7.61,0.84,0.461,0.457,False,False,False,0,False,False,False,RELAXED
18.033,107,0.3189,0.3284,open,2,0.09,0,1.0,True,0.0,ALERT,0.0247,0.0,0,1.92,-7.26,0.83,0.47,0.439,False,False,False,0,False,False,False,RELAXED
18.095,108,0.3468,0.3846,open,2,0.09,0,1.0,True,0.0,ALERT,0.0245,0.0,0,1.93,-4.27,0.72,0.491,0.455,False,False,False,0,False,False,False,RELAXED
18.153,109,0.3348,0.3714,open,2,0.09,0,1.0,True,0.0,ALERT,0.0243,0.0,0,2.13,-1.78,0.63,0.511,0.468,False,False,False,0,False,False,False,RELAXED
18.209,110,0.3539,0.4026,open,2,0.09,0,1.0,True,0.0,ALERT,0.0241,0.0,0,1.68,-2.27,0.55,0.521,0.504,False,False,False,0,False,False,False,RELAXED
18.294,111,0.3433,0.3756,open,2,0.09,0,1.0,True,0.0,ALERT,0.0239,0.0,0,1.14,-2.08,0.44,0.524,0.506,False,False,False,0,False,False,False,RELAXED
18.353,112,0.3595,0.3747,open,2,0.09,0,1.0,True,0.0,ALERT,0.0237,0.0,0,0.5,-2.02,0.38,0.549,0.514,False,False,False,0,False,False,False,RELAXED
18.409,113,0.3379,0.4123,open,2,0.09,0,1.0,True,0.0,ALERT,0.0235,0.0,0,0.46,-1.3,0.39,0.571,0.516,False,False,False,0,False,False,False,RELAXED
18.471,114,0.3417,0.3392,open,2,0.09,0,1.0,True,0.0,ALERT,0.0233,0.0,0,1.63,-3.03,0.52,0.565,0.502,False,False,False,0,False,False,False,RELAXED
18.523,115,0.3504,0.314,open,2,0.09,0,1.0,True,0.0,ALERT,0.0231,0.0,0,2.31,-5.74,0.72,0.565,0.52,False,False,False,0,False,False,False,RELAXED
18.607,116,0.3544,0.4212,open,2,0.09,0,1.0,True,0.0,ALERT,0.0229,0.0,0,1.62,-3.63,0.58,0.553,0.521,False,False,False,0,False,False,False,RELAXED
18.691,117,0.3408,0.3663,open,2,0.09,0,1.0,True,0.0,ALERT,0.0227,0.0,0,1.62,-2.87,0.66,0.555,0.514,False,False,False,0,False,False,False,RELAXED
18.745,118,0.3428,0.3614,open,2,0.09,0,1.0,True,0.0,ALERT,0.0225,0.0,0,1.97,-4.44,0.78,0.55,0.519,False,False,False,0,False,False,False,RELAXED
18.798,119,0.3361,0.3617,open,2,0.09,0,1.0,True,0.0,ALERT,0.0224,0.0,0,2.17,-6.53,1.02,0.548,0.523,False,False,False,0,False,False,False,RELAXED
18.85,120,0.3671,0.3871,open,2,0.09,0,1.0,True,0.0,ALERT,0.0222,0.0,0,1.99,-10.81,1.21,0.516,0.513,False,False,False,0,False,False,False,RELAXED
18.931,121,0.3436,0.342,open,2,0.09,0,1.0,True,0.0,ALERT,0.022,0.0,0,2.19,-11.88,1.4,0.509,0.506,False,False,False,0,False,False,False,RELAXED
18.998,122,0.3526,0.3491,open,2,0.09,0,1.0,True,0.0,ALERT,0.0218,0.0,0,2.19,-7.29,0.99,0.5,0.508,False,False,False,0,False,False,False,RELAXED
19.056,123,0.3709,0.3405,open,2,0.09,0,1.0,True,0.0,ALERT,0.0217,0.0,0,2.99,-4.38,0.71,0.491,0.524,False,False,False,0,False,False,False,RELAXED
19.113,124,0.3283,0.3363,open,2,0.09,0,1.0,True,0.0,ALERT,0.0215,0.0,0,2.68,-7.45,0.98,0.479,0.51,False,False,False,0,False,False,False,RELAXED
19.17,125,0.3397,0.3477,open,2,0.09,0,1.0,True,0.0,ALERT,0.0214,0.0,0,2.53,-9.57,1.18,0.481,0.512,False,False,False,0,False,False,False,RELAXED
19.254,126,0.3606,0.3755,open,2,0.09,0,1.0,True,0.0,ALERT,0.0212,0.0,0,2.24,-12.24,1.4,0.464,0.52,False,False,False,0,False,False,False,RELAXED
19.313,127,0.3571,0.3349,open,2,0.09,0,1.0,True,0.0,ALERT,0.021,0.0,0,3.39,-12.88,1.34,0.479,0.532,False,False,False,0,False,False,False,RELAXED
19.395,128,0.3486,0.3919,open,2,0.09,0,1.0,True,0.0,ALERT,0.0208,0.0,0,1.8,-10.34,1.2,0.474,0.535,False,False,False,0,False,False,False,RELAXED
19.452,129,0.3483,0.324,open,2,0.09,0,1.0,True,0.0,ALERT,0.0207,0.0,0,1.41,-9.21,1.04,0.478,0.542,False,False,False,0,False,False,False,RELAXED
19.508,130,0.3447,0.4174,open,2,0.09,0,1.0,True,0.0,ALERT,0.0205,0.0,0,0.78,-7.25,0.9,0.501,0.544,False,False,False,0,False,False,False,RELAXED
19.591,131,0.3398,0.4111,open,2,0.09,0,1.0,True,0.0,ALERT,0.0203,0.0,0,0.79,-2.9,0.64,0.534,0.532,False,False,False,0,False,False,False,RELAXED
19.642,132,0.3757,0.3959,open,2,0.09,0,1.0,True,0.0,ALERT,0.0202,0.0,0,1.1,-1.18,0.72,0.553,0.547,False,False,False,0,False,False,False,RELAXED
19.702,133,0.3578,0.3646,open,2,0.09,0,1.0,True,0.0,ALERT,0.0201,0.0,0,2.1,-3.8,0.71,0.553,0.553,False,False,False,0,False,False,False,RELAXED
19.756,134,0.3499,0.3624,open,2,0.09,0,1.0,True,0.0,ALERT,0.02,0.0,0,2.39,-4.91,0.79,0.564,0.54,False,False,False,0,False,False,False,RELAXED
19.809,135,0.378,0.3569,open,2,0.09,0,1.0,True,0.0,ALERT,0.0198,0.0,0,3.17,-9.03,1.02,0.53,0.539,False,False,False,0,False,False,False,RELAXED
19.889,136,0.3487,0.3485,open,2,0.09,0,1.0,True,0.0,ALERT,0.0197,0.0,0,2.42,-6.3,1.04,0.523,0.542,False,False,False,0,False,False,False,RELAXED
19.941,137,0.3359,0.3752,open,2,0.09,0,1.0,True,0.0,ALERT,0.0196,0.0,0,1.9,-2.58,0.98,0.534,0.555,False,False,False,0,False,False,False,RELAXED
19.992,138,0.3435,0.3918,open,2,0.09,0,1.0,True,0.0,ALERT,0.0194,0.0,0,0.93,-0.01,0.69,0.55,0.542,False,False,False,0,False,False,False,RELAXED
20.047,139,0.3362,0.3771,open,2,0.09,0,1.0,True,0.0,ALERT,0.0193,0.0,0,0.86,-0.46,0.71,0.545,0.543,False,False,False,0,False,False,False,RELAXED
20.102,140,0.373,0.3655,open,2,0.09,0,1.0,True,0.0,ALERT,0.0192,0.0,0,0.99,-1.43,0.65,0.513,0.537,False,False,False,0,False,False,False,RELAXED
20.197,141,0.3578,0.3182,open,2,0.09,0,1.0,True,0.0,ALERT,0.019,0.0,0,1.43,-2.14,0.7,0.551,0.547,False,False,False,0,False,False,False,RELAXED
20.256,142,0.3585,0.3244,open,2,0.09,0,1.0,True,0.0,ALERT,0.0189,0.0,0,2.61,-6.12,0.85,0.529,0.563,False,False,False,0,False,False,False,RELAXED
20.308,143,0.3718,0.3151,open,2,0.09,0,1.0,True,0.0,ALERT,0.0188,0.0,0,2.71,-4.6,1.04,0.544,0.545,False,False,False,0,False,False,False,RELAXED
20.385,144,0.353,0.3326,open,2,0.09,0,1.0,True,0.0,ALERT,0.0187,0.0,0,2.44,-3.49,0.62,0.544,0.536,False,False,False,0,False,False,False,RELAXED
20.44,145,0.3712,0.3525,open,2,0.09,0,1.0,True,0.0,ALERT,0.0186,0.0,0,2.78,-4.74,0.47,0.549,0.538,False,False,False,0,False,False,False,RELAXED
20.522,146,0.3577,0.3279,open,2,0.09,0,1.0,True,0.0,ALERT,0.0184,0.0,0,2.75,-8.71,0.61,0.509,0.538,False,False,False,0,False,False,False,RELAXED
